"bond","date","issue","url","value","notes"
"five_twenty_coup","1865-03-29","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=101%2C381%2C793%2C143&edge=0",105,
"five_twenty_reg","1865-03-29","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=101%2C381%2C793%2C143&edge=0",,
"gold_high","1865-03-29","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=101%2C381%2C793%2C143&edge=0",152.125,
"gold_low","1865-03-29","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=101%2C381%2C793%2C143&edge=0",151.5,
"oneyr_new","1865-03-29","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=101%2C381%2C793%2C143&edge=0",97,
"sixes_1881_coup","1865-03-29","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=101%2C381%2C793%2C143&edge=0",105,
"sixes_1881_reg","1865-03-29","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=101%2C381%2C793%2C143&edge=0",105,
"ten_forty","1865-03-29","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=101%2C381%2C793%2C143&edge=0",91.5,
"five_twenty_coup","1865-04-05","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",107.5,
"five_twenty_reg","1865-04-05","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",104.75,
"gold_high","1865-04-05","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",153.75,
"gold_low","1865-04-05","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",148,
"oneyr_new","1865-04-05","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",98,
"sixes_1881_coup","1865-04-05","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",,
"sixes_1881_reg","1865-04-05","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",106.5,
"ten_forty","1865-04-05","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",92,
"five_twenty_coup","1865-04-12","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",108.375,
"five_twenty_reg","1865-04-12","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",102.25,
"gold_high","1865-04-12","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",146.25,
"gold_low","1865-04-12","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",145.5,
"oneyr_new","1865-04-12","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",98.25,
"sixes_1881_coup","1865-04-12","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",107.5,
"sixes_1881_reg","1865-04-12","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",107.5,
"ten_forty","1865-04-12","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",93.5,
"five_twenty_coup","1865-04-26","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",108.5,
"five_twenty_reg","1865-04-26","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",102.25,
"gold_high","1865-04-26","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",149,
"gold_low","1865-04-26","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",147.75,
"oneyr_new","1865-04-26","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",99.25,
"sixes_1881_coup","1865-04-26","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",108.875,
"sixes_1881_reg","1865-04-26","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",109,
"ten_forty","1865-04-26","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=114%2C482%2C778%2C127&edge=0",97,
"five_twenty_coup","1865-05-03","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",105.75,
"five_twenty_reg","1865-05-03","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",105,
"gold_high","1865-05-03","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",141.875,
"gold_low","1865-05-03","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",141.125,
"oneyr_new","1865-05-03","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",,
"sixes_1881_coup","1865-05-03","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",110,
"sixes_1881_reg","1865-05-03","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",110.5,
"ten_forty","1865-05-03","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",97,
"five_twenty_coup","1865-05-10","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",105.375,
"five_twenty_reg","1865-05-10","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",105,
"gold_high","1865-05-10","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",135.75,
"gold_low","1865-05-10","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",131.125,
"oneyr_new","1865-05-10","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",99.5,
"sixes_1881_coup","1865-05-10","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",110,
"sixes_1881_reg","1865-05-10","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",110.5,
"ten_forty","1865-05-10","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",96.5,
"five_twenty_coup","1865-05-17","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",103.875,
"five_twenty_reg","1865-05-17","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",103,
"gold_high","1865-05-17","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",131.625,
"gold_low","1865-05-17","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",129.625,
"oneyr_new","1865-05-17","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",99,
"sixes_1881_coup","1865-05-17","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",109,
"sixes_1881_reg","1865-05-17","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",109.375,
"ten_forty","1865-05-17","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",95,
"five_twenty_coup","1865-05-24","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",103.625,
"five_twenty_reg","1865-05-24","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",103.375,
"gold_high","1865-05-24","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",135.125,
"gold_low","1865-05-24","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",132.125,
"oneyr_new","1865-05-24","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",99.125,
"sixes_1881_coup","1865-05-24","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",109.5,
"sixes_1881_reg","1865-05-24","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",110,
"ten_forty","1865-05-24","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",95,
"five_twenty_coup","1865-05-31","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",102.75,
"five_twenty_reg","1865-05-31","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",103,
"gold_high","1865-05-31","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",137.375,
"gold_low","1865-05-31","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",136.625,
"oneyr_new","1865-05-31","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",99.25,
"sixes_1881_coup","1865-05-31","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",,
"sixes_1881_reg","1865-05-31","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",,
"ten_forty","1865-05-31","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=105%2C570%2C781%2C143&edge=0",94.875,
"five_twenty_coup","1865-06-07","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",103.75,
"five_twenty_reg","1865-06-07","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",103.25,
"gold_high","1865-06-07","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",137.5,
"gold_low","1865-06-07","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",136.875,
"oneyr_new","1865-06-07","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",,
"sixes_1881_coup","1865-06-07","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",,
"sixes_1881_reg","1865-06-07","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",105.75,
"ten_forty","1865-06-07","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",95.75,
"five_twenty_coup","1865-06-14","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",102.875,
"five_twenty_reg","1865-06-14","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",102.75,
"gold_high","1865-06-14","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",142.125,
"gold_low","1865-06-14","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",141.5,
"oneyr_new","1865-06-14","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",99.125,
"sixes_1881_coup","1865-06-14","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",109.5,
"sixes_1881_reg","1865-06-14","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",,
"ten_forty","1865-06-14","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",96.375,
"five_twenty_coup","1865-06-21","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",103.5,
"five_twenty_reg","1865-06-21","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",103,
"gold_high","1865-06-21","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",142,
"gold_low","1865-06-21","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",139.625,
"oneyr_new","1865-06-21","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",,
"sixes_1881_coup","1865-06-21","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",110.5,
"sixes_1881_reg","1865-06-21","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",110,
"ten_forty","1865-06-21","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",,
"five_twenty_coup","1865-06-28","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",103.25,
"five_twenty_reg","1865-06-28","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",103.125,
"gold_high","1865-06-28","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",141,
"gold_low","1865-06-28","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",139.25,
"oneyr_new","1865-06-28","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",99.875,
"sixes_1881_coup","1865-06-28","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",110.25,
"sixes_1881_reg","1865-06-28","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",110.125,
"ten_forty","1865-06-28","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48&img=1&zoom=3&hl=en&sig=ACfU3U24UgEWqCHzJbiqIEtVKcHVNDVaKQ&ci=107%2C666%2C804%2C139&edge=0",97.125,
